amount,location,transactions_last_hour,is_new_device,is_new_location,fraud
35693.7,Mumbai,4,1,0,0
7208.78,Guntur,5,1,1,1
2688.72,Pune,3,0,1,0
47472.92,Delhi,4,0,1,0
27700.74,Pune,1,1,0,0
31713.71,Chennai,0,1,0,0
38172.62,Pune,10,0,1,1
22354.51,Mumbai,10,0,0,0
27067.94,Delhi,2,0,1,0
2185.42,Hyderabad,7,1,0,0
3102.73,Pune,7,1,1,1
49962.17,Hyderabad,10,0,1,1
8154.67,Guntur,8,0,1,0
19825.71,Pune,1,0,1,0
10621.42,Bangalore,8,1,1,1
48984.05,Mumbai,7,1,0,1
17147.33,Vijayawada,7,1,0,1
32357.52,Hyderabad,0,1,0,0
33668.05,Guntur,6,1,1,1
39386.53,Delhi,10,0,0,0
33645.07,Pune,5,1,1,1
8941.61,Mumbai,0,0,1,0
46818.77,Hyderabad,7,0,0,0
37945.21,Guntur,10,1,0,1
40832.41,Chennai,10,1,0,1
49007.94,Delhi,5,0,1,1
45234.93,Chennai,9,0,0,0
49214.75,Bangalore,10,1,0,1
28498.2,Vijayawada,7,0,0,0
3361.5,Bangalore,2,0,0,0
46684.81,Hyderabad,3,1,0,0
49598.37,Hyderabad,10,1,1,1
46900.73,Pune,10,0,1,1
42232.64,Delhi,6,1,0,1
24829.18,Hyderabad,8,0,0,0
13968.86,Hyderabad,6,1,1,1
19653.76,Chennai,5,0,0,0
48906.97,Chennai,6,0,0,0
8307.63,Hyderabad,4,0,0,0
24050.32,Chennai,0,1,1,1
5481.25,Mumbai,3,1,0,0
26031.78,Guntur,3,0,1,0
31304.9,Hyderabad,9,0,0,0
45844.05,Vijayawada,6,1,0,1
3193.91,Pune,7,0,1,0
3382.93,Bangalore,10,0,0,0
42511.47,Chennai,6,0,1,1
43242.68,Pune,10,0,1,1
23264.03,Hyderabad,6,0,1,1
22758.43,Guntur,5,0,0,0
713.2,Bangalore,1,0,0,0
17834.02,Chennai,7,1,0,1
6969.87,Bangalore,0,0,0,0
29267.66,Vijayawada,8,1,1,1
7455.71,Mumbai,4,1,1,0
48516.53,Chennai,8,0,0,0
25404.68,Mumbai,8,0,1,1
9850.82,Mumbai,3,0,0,0
9548.84,Mumbai,7,1,1,1
30843.55,Guntur,6,1,0,1
22769.67,Hyderabad,0,1,0,0
31974.48,Chennai,3,1,0,0
24089.24,Pune,5,1,0,1
9293.8,Guntur,0,1,0,0
17958.54,Bangalore,8,0,0,0
22076.37,Hyderabad,10,1,0,1
10036.23,Bangalore,4,0,0,0
35969.95,Chennai,5,0,0,0
1172.45,Vijayawada,4,0,0,0
19008.25,Bangalore,1,1,0,0
22864.56,Pune,5,1,0,1
43931.55,Vijayawada,1,0,0,0
39765.42,Mumbai,3,1,1,1
30017.5,Chennai,10,0,0,0
42736.33,Chennai,4,0,1,0
2757.62,Chennai,4,0,1,0
36392.2,Pune,7,0,0,0
37590.27,Delhi,10,1,1,1
9032.03,Delhi,5,1,1,1
13489.94,Chennai,6,0,0,0
44754.74,Chennai,7,0,1,1
15369.35,Bangalore,6,0,1,1
27572.54,Delhi,2,0,1,0
25989.15,Mumbai,3,0,1,0
21362.51,Mumbai,7,1,1,1
40244.77,Hyderabad,5,1,1,1
9060.33,Mumbai,3,1,0,0
45083.64,Chennai,4,0,1,0
5010.61,Chennai,1,1,0,0
16754.52,Bangalore,10,1,1,1
37286.05,Vijayawada,10,1,0,1
49920.41,Bangalore,8,1,0,1
14164.08,Hyderabad,5,1,1,1
23653.0,Chennai,8,0,1,1
11423.62,Delhi,3,1,0,0
36153.27,Mumbai,7,1,0,1
42305.5,Delhi,6,1,0,1
22553.6,Vijayawada,8,0,1,1
28917.67,Delhi,2,1,0,0
40539.03,Pune,5,1,0,1
21343.4,Hyderabad,6,1,1,1
28422.11,Mumbai,0,0,0,0
28452.73,Chennai,9,1,1,1
47439.76,Delhi,1,1,0,0
5521.05,Guntur,9,1,1,1
8654.04,Delhi,10,0,0,0
1439.24,Bangalore,3,0,1,0
10374.03,Hyderabad,4,0,1,0
18495.75,Pune,0,0,1,0
19616.15,Delhi,1,0,1,0
37182.82,Chennai,6,0,0,0
15556.88,Bangalore,10,1,0,1
29415.85,Chennai,8,1,1,1
471.42,Pune,2,1,0,0
30281.95,Delhi,3,1,1,1
23188.5,Delhi,0,0,1,0
17404.41,Pune,4,1,0,0
12531.83,Pune,9,1,1,1
45550.57,Hyderabad,2,0,1,0
12060.79,Guntur,2,1,1,1
34932.4,Guntur,3,1,1,1
49766.29,Pune,1,0,1,0
22601.71,Delhi,4,0,0,0
1433.22,Mumbai,10,1,1,1
37323.28,Hyderabad,3,1,0,0
12605.23,Delhi,2,1,1,1
23121.71,Vijayawada,1,0,1,0
23592.31,Hyderabad,4,0,0,0
30388.73,Pune,2,1,0,0
8505.82,Vijayawada,10,0,1,0
22088.83,Chennai,2,0,0,0
22158.7,Bangalore,0,0,1,0
22254.94,Pune,9,0,0,0
38379.0,Chennai,3,1,0,0
4660.18,Mumbai,6,0,0,0
41044.27,Guntur,10,0,0,0
39866.52,Hyderabad,10,0,0,0
20842.43,Chennai,1,1,1,1
31271.2,Guntur,8,1,1,1
11697.17,Vijayawada,1,1,1,1
848.23,Pune,10,1,0,0
10717.12,Mumbai,3,0,1,0
2292.55,Delhi,3,1,1,0
49156.81,Guntur,1,0,1,0
30033.37,Mumbai,10,1,0,1
8849.02,Mumbai,5,1,0,0
980.68,Chennai,9,1,1,1
25220.66,Guntur,0,0,0,0
15511.55,Hyderabad,6,0,0,0
6964.02,Vijayawada,7,1,0,0
18849.82,Delhi,10,0,0,0
36988.86,Mumbai,5,0,1,1
32215.74,Hyderabad,0,1,1,1
11527.6,Chennai,5,1,0,1
27011.66,Pune,10,0,0,0
26121.45,Guntur,2,1,0,0
43506.35,Vijayawada,1,0,0,0
46919.9,Chennai,2,0,0,0
11891.88,Bangalore,1,1,1,1
8291.52,Vijayawada,3,0,1,0
30331.98,Chennai,4,1,1,1
13665.85,Pune,7,0,1,1
18948.1,Pune,7,1,1,1
38040.19,Pune,7,0,1,1
42716.71,Bangalore,4,0,0,0
19084.47,Pune,4,1,1,1
28150.89,Vijayawada,7,0,1,1
35771.68,Hyderabad,3,0,0,0
740.43,Pune,8,1,1,1
46291.98,Delhi,6,1,1,1
15459.76,Hyderabad,9,0,1,1
49624.38,Chennai,1,1,0,0
38171.25,Mumbai,4,1,1,1
34853.13,Chennai,10,1,1,1
12193.41,Vijayawada,0,1,0,0
13140.4,Chennai,7,0,1,1
30147.25,Guntur,10,0,0,0
38571.51,Guntur,10,1,1,1
25975.0,Pune,3,1,0,0
12718.27,Pune,4,1,1,1
37647.87,Vijayawada,1,0,1,0
13524.16,Hyderabad,3,1,1,1
49352.57,Guntur,7,0,0,0
38709.81,Pune,6,1,1,1
8614.65,Chennai,5,0,0,0
24374.92,Chennai,8,0,1,1
9363.34,Bangalore,0,0,0,0
49149.06,Vijayawada,6,1,0,1
4082.51,Bangalore,1,1,0,0
3306.7,Delhi,0,0,1,0
33672.95,Bangalore,1,0,0,0
37614.75,Chennai,0,0,0,0
26164.49,Delhi,0,1,1,1
23714.27,Mumbai,5,1,1,1
34124.81,Mumbai,5,1,0,1
33287.41,Mumbai,6,0,1,1
40332.88,Vijayawada,0,1,1,1
1381.45,Mumbai,1,1,0,0
22650.71,Chennai,10,1,1,1
256.14,Mumbai,10,1,0,0
43684.38,Delhi,5,1,0,1
20068.24,Pune,9,0,1,1
46960.33,Bangalore,7,0,1,1
30397.97,Delhi,2,0,0,0
39861.36,Delhi,4,1,0,0
47757.06,Chennai,7,0,0,0
8604.61,Pune,10,0,0,0
49668.74,Pune,0,0,1,0
38338.81,Guntur,3,1,1,1
33307.27,Mumbai,8,1,0,1
43609.84,Pune,9,0,1,1
45517.34,Chennai,6,1,0,1
13028.79,Guntur,4,0,0,0
17077.87,Mumbai,9,0,0,0
6458.13,Bangalore,5,1,0,0
3188.06,Pune,8,0,1,0
16050.19,Guntur,5,0,0,0
19826.09,Vijayawada,8,1,1,1
40825.78,Delhi,4,0,1,0
7456.53,Mumbai,4,0,0,0
15513.68,Chennai,1,1,1,1
24801.77,Vijayawada,6,0,1,1
41411.45,Vijayawada,3,0,0,0
42853.26,Hyderabad,6,1,0,1
27442.35,Mumbai,5,1,1,1
37909.94,Bangalore,6,0,1,1
34849.18,Vijayawada,3,1,0,0
16238.59,Delhi,9,0,1,1
32766.24,Delhi,9,0,1,1
14624.97,Chennai,2,0,0,0
36792.41,Vijayawada,0,1,0,0
18890.13,Guntur,6,0,0,0
17843.63,Guntur,7,0,0,0
49015.81,Vijayawada,10,1,1,1
31385.93,Guntur,6,0,0,0
12118.69,Pune,7,1,0,1
38814.91,Pune,10,0,1,1
13833.28,Hyderabad,10,1,1,1
6088.02,Chennai,1,0,1,0
1249.04,Guntur,9,1,1,1
39737.75,Pune,2,1,1,1
14988.33,Guntur,2,0,1,0
35717.03,Hyderabad,8,0,1,1
19750.45,Guntur,8,1,0,1
37700.06,Vijayawada,3,0,0,0
365.67,Hyderabad,7,1,0,0
6527.92,Bangalore,3,0,0,0
42587.36,Bangalore,0,0,0,0
18241.63,Hyderabad,8,0,1,1
12492.02,Vijayawada,0,1,1,1
28895.87,Guntur,5,1,0,1
33164.59,Chennai,0,0,0,0
7169.2,Mumbai,3,0,0,0
13942.05,Bangalore,9,1,0,1
13107.65,Delhi,10,0,1,1
4254.38,Chennai,4,1,0,0
3620.85,Vijayawada,4,0,1,0
21042.35,Pune,2,1,1,1
1392.9,Bangalore,9,0,0,0
6318.6,Mumbai,1,1,0,0
32044.86,Vijayawada,5,1,1,1
43455.88,Guntur,3,1,0,0
18920.08,Guntur,3,1,0,0
8869.0,Mumbai,4,1,0,0
35052.73,Hyderabad,4,1,0,0
8620.3,Pune,6,0,1,0
23895.41,Vijayawada,2,1,0,0
32912.39,Hyderabad,2,1,1,1
45930.24,Pune,10,1,0,1
35368.66,Delhi,2,1,1,1
25161.24,Bangalore,4,1,0,0
31818.2,Mumbai,1,1,1,1
42277.76,Chennai,10,0,0,0
47248.86,Bangalore,2,0,0,0
27752.57,Vijayawada,7,0,1,1
24034.83,Hyderabad,8,0,1,1
30852.7,Chennai,0,1,1,1
49711.68,Vijayawada,10,0,1,1
33758.66,Guntur,8,0,0,0
18415.84,Pune,2,1,0,0
24825.84,Mumbai,2,1,0,0
45710.85,Bangalore,3,0,1,0
24207.92,Pune,4,0,0,0
10951.41,Delhi,4,0,1,0
2969.09,Bangalore,0,1,1,0
17759.25,Pune,0,1,0,0
17791.16,Chennai,1,1,1,1
4328.71,Guntur,8,0,1,0
45664.14,Chennai,0,0,1,0
23587.86,Pune,5,1,1,1
44620.45,Delhi,8,1,0,1
32848.35,Mumbai,7,0,0,0
37379.85,Guntur,0,1,0,0
9559.4,Pune,0,0,1,0
37221.81,Delhi,0,0,0,0
47988.97,Delhi,4,0,1,0
27551.17,Pune,10,0,1,1
25142.74,Guntur,6,0,0,0
39656.38,Hyderabad,2,0,1,0
38392.51,Pune,3,0,1,0
48824.28,Bangalore,0,1,1,1
14182.95,Vijayawada,1,1,0,0
36489.5,Guntur,2,0,1,0
43221.92,Delhi,3,1,0,0
35352.4,Vijayawada,1,0,0,0
11546.27,Bangalore,2,1,0,0
49520.9,Chennai,2,1,0,0
4637.68,Bangalore,0,1,1,0
35037.93,Pune,3,0,1,0
24011.84,Bangalore,8,1,0,1
5591.74,Pune,5,1,1,1
12423.73,Hyderabad,0,0,0,0
2701.32,Delhi,5,0,1,0
14079.95,Vijayawada,9,0,1,1
12687.93,Bangalore,7,1,1,1
5665.28,Mumbai,10,0,0,0
18092.38,Bangalore,5,1,0,1
10580.66,Vijayawada,6,0,0,0
31514.98,Chennai,9,0,0,0
9727.08,Mumbai,7,0,0,0
15143.67,Hyderabad,7,0,0,0
6478.81,Mumbai,6,1,1,1
22479.26,Delhi,1,1,0,0
21008.31,Bangalore,8,0,0,0
34865.64,Hyderabad,2,1,0,0
39740.08,Guntur,3,1,1,1
8359.36,Pune,8,1,1,1
30400.2,Vijayawada,3,0,0,0
28637.71,Bangalore,9,0,1,1
15240.17,Guntur,3,1,1,1
8638.34,Hyderabad,0,0,1,0
32016.81,Hyderabad,4,0,1,0
32156.41,Hyderabad,3,0,0,0
32467.41,Guntur,10,1,1,1
47326.75,Pune,8,1,0,1
44926.95,Hyderabad,4,1,0,0
41214.2,Bangalore,3,1,0,0
48583.07,Bangalore,8,0,1,1
43514.29,Chennai,10,0,1,1
16280.73,Delhi,3,1,0,0
11662.98,Delhi,6,1,0,1
4775.18,Vijayawada,2,1,0,0
9524.11,Hyderabad,7,0,1,0
15577.0,Guntur,2,1,0,0
7261.77,Pune,6,0,1,0
5101.67,Guntur,8,0,0,0
18955.97,Hyderabad,0,0,0,0
6695.73,Hyderabad,1,1,0,0
39640.78,Guntur,0,0,1,0
10195.85,Bangalore,7,1,0,1
16654.64,Bangalore,2,0,0,0
31411.54,Guntur,1,0,0,0
27277.64,Hyderabad,1,1,0,0
45617.13,Pune,0,0,1,0
7454.09,Pune,10,1,0,0
34369.64,Guntur,1,1,0,0
11303.67,Mumbai,4,1,0,0
6005.71,Vijayawada,1,0,0,0
21488.56,Vijayawada,5,0,1,1
44666.57,Mumbai,10,1,1,1
43782.57,Bangalore,4,1,1,1
40554.9,Vijayawada,1,0,0,0
16080.77,Guntur,6,1,1,1
5746.89,Guntur,6,1,0,0
16220.37,Mumbai,2,0,1,0
16033.86,Mumbai,6,1,1,1
6997.24,Pune,10,0,1,0
27512.03,Pune,8,1,0,1
4272.52,Chennai,6,0,0,0
18149.3,Delhi,3,0,1,0
47885.03,Mumbai,1,0,1,0
42452.7,Vijayawada,2,1,1,1
41779.09,Chennai,8,1,0,1
41408.31,Vijayawada,0,0,0,0
18935.29,Hyderabad,0,1,1,1
35099.95,Vijayawada,10,0,1,1
1606.27,Chennai,5,0,0,0
3945.56,Vijayawada,9,1,0,0
23541.26,Pune,2,1,1,1
36155.62,Guntur,7,0,1,1
7878.78,Vijayawada,10,0,0,0
642.29,Bangalore,6,1,1,1
35496.71,Guntur,6,0,1,1
26122.9,Hyderabad,2,0,1,0
11023.43,Delhi,2,0,1,0
15728.16,Vijayawada,10,1,1,1
2828.12,Bangalore,5,1,0,0
5509.2,Hyderabad,1,1,1,0
12052.54,Chennai,2,0,0,0
29895.83,Hyderabad,4,0,0,0
12092.72,Hyderabad,1,0,1,0
2497.64,Mumbai,1,1,0,0
37608.8,Pune,6,0,1,1
36311.84,Pune,2,0,1,0
44835.91,Hyderabad,8,0,0,0
29400.06,Bangalore,6,1,0,1
8145.03,Guntur,10,1,0,0
47645.63,Vijayawada,3,0,0,0
49671.49,Vijayawada,8,1,1,1
17017.13,Pune,5,1,0,1
12031.62,Delhi,9,0,0,0
4960.56,Guntur,0,0,1,0
24995.72,Bangalore,7,1,0,1
8157.48,Guntur,4,1,1,0
3649.58,Bangalore,7,1,1,1
38181.0,Delhi,7,0,0,0
2075.67,Vijayawada,4,1,1,0
22097.3,Guntur,8,1,1,1
34141.82,Hyderabad,8,1,1,1
31068.62,Hyderabad,10,0,0,0
7812.66,Vijayawada,1,1,1,0
28549.67,Delhi,1,0,1,0
33490.61,Delhi,5,1,1,1
5545.04,Pune,2,0,1,0
10053.6,Mumbai,5,0,1,1
49822.27,Guntur,7,0,1,1
13990.92,Vijayawada,0,0,1,0
32046.8,Hyderabad,5,0,1,1
46829.34,Chennai,5,1,1,1
2798.47,Bangalore,0,1,1,0
31820.8,Bangalore,1,0,0,0
20312.92,Chennai,4,1,1,1
33515.26,Guntur,4,0,0,0
44758.33,Vijayawada,6,1,1,1
10010.4,Vijayawada,6,1,1,1
48282.93,Hyderabad,6,1,1,1
28089.33,Vijayawada,9,0,0,0
16254.26,Delhi,5,0,0,0
46697.59,Pune,7,1,0,1
13213.85,Delhi,0,1,0,0
31981.93,Chennai,9,0,0,0
37310.81,Pune,3,1,0,0
10885.25,Mumbai,3,0,0,0
40707.59,Guntur,0,1,1,1
34995.93,Pune,10,1,1,1
17651.28,Guntur,8,1,1,1
46324.81,Vijayawada,7,1,1,1
27682.4,Bangalore,2,1,1,1
42270.07,Guntur,10,1,1,1
49768.62,Pune,1,0,0,0
5273.4,Hyderabad,9,0,1,0
33418.74,Delhi,6,0,0,0
27624.24,Guntur,1,0,1,0
17595.62,Hyderabad,7,1,1,1
46986.88,Bangalore,3,1,1,1
15439.09,Pune,6,0,0,0
1730.46,Mumbai,0,0,1,0
16820.99,Pune,9,1,0,1
9713.75,Pune,10,1,0,0
6530.64,Pune,10,1,0,0
45218.15,Chennai,8,0,1,1
5068.94,Bangalore,2,0,1,0
41883.16,Guntur,2,1,0,0
4753.94,Hyderabad,6,0,0,0
30943.17,Hyderabad,8,0,1,1
37142.75,Vijayawada,2,1,1,1
12062.12,Chennai,3,1,0,0
36343.0,Bangalore,6,1,0,1
4239.87,Guntur,2,0,0,0
23010.47,Vijayawada,9,0,0,0
14194.91,Delhi,2,0,0,0
42246.72,Delhi,3,1,0,0
39792.53,Guntur,6,0,1,1
10593.77,Delhi,6,1,1,1
40446.6,Vijayawada,2,1,0,0
33017.35,Mumbai,10,0,0,0
49687.6,Bangalore,7,0,0,0
46336.5,Vijayawada,3,0,0,0
10893.7,Hyderabad,5,0,0,0
16444.23,Bangalore,3,0,0,0
13755.96,Bangalore,3,0,1,0
23405.48,Chennai,7,1,1,1
12579.65,Guntur,3,1,1,1
29224.05,Chennai,9,1,0,1
47692.73,Pune,7,1,1,1
29856.86,Pune,4,1,0,0
21522.72,Guntur,9,1,1,1
22525.23,Bangalore,0,1,1,1
30233.72,Hyderabad,10,1,1,1
5821.03,Mumbai,5,1,0,0
12341.38,Vijayawada,3,1,1,1
38997.78,Hyderabad,1,0,1,0
35868.45,Chennai,3,1,1,1
28125.87,Chennai,6,1,0,1
5235.72,Pune,4,0,1,0
15957.39,Hyderabad,5,0,0,0
40155.99,Pune,7,0,1,1
6051.03,Pune,7,0,1,0
11897.45,Hyderabad,0,1,0,0
45590.99,Hyderabad,4,0,1,0
44801.89,Hyderabad,8,0,1,1
3565.76,Bangalore,1,1,1,0
15927.76,Mumbai,5,1,0,1
24741.55,Delhi,0,1,1,1
24717.5,Guntur,10,0,1,1
1561.48,Guntur,0,0,0,0
49677.66,Guntur,6,0,0,0
9638.87,Bangalore,5,0,0,0
44177.64,Bangalore,0,0,0,0
3844.6,Vijayawada,5,1,1,1
46250.43,Vijayawada,9,1,0,1
16034.7,Guntur,2,1,1,1
26136.01,Bangalore,3,1,1,1
16163.38,Bangalore,7,0,0,0
38333.48,Chennai,1,1,0,0
34778.76,Chennai,1,1,0,0
755.09,Chennai,3,1,1,0
24433.51,Bangalore,5,0,1,1
35454.77,Vijayawada,10,0,0,0
11017.36,Chennai,5,1,1,1
39023.05,Pune,3,0,1,0
8293.4,Delhi,4,0,0,0
43822.19,Delhi,1,0,0,0
9432.79,Mumbai,0,1,1,0
13352.38,Pune,8,0,1,1
10682.09,Hyderabad,6,1,1,1
22122.9,Pune,5,0,0,0
36626.88,Chennai,6,0,1,1
20194.34,Pune,9,1,1,1
5548.31,Chennai,0,0,0,0
5847.88,Guntur,0,1,0,0
26653.37,Pune,4,0,1,0
19704.98,Chennai,3,1,1,1
8634.35,Bangalore,3,1,1,0
36720.73,Bangalore,1,0,1,0
42642.94,Guntur,3,0,1,0
8415.61,Hyderabad,5,1,0,0
33334.97,Vijayawada,6,1,0,1
48721.11,Mumbai,1,0,0,0
48480.12,Chennai,9,0,1,1
23681.16,Chennai,0,0,1,0
26310.93,Guntur,2,0,0,0
15299.65,Mumbai,5,1,1,1
49490.68,Mumbai,4,1,1,1
22991.66,Delhi,5,1,1,1
5726.78,Pune,10,0,0,0
42827.65,Delhi,10,0,1,1
1642.14,Chennai,9,1,1,1
37243.82,Bangalore,3,1,0,0
43869.49,Bangalore,10,1,0,1
45525.33,Pune,5,1,1,1
47268.8,Hyderabad,4,1,0,0
29017.89,Delhi,5,0,1,1
28376.46,Hyderabad,5,1,0,1
24996.46,Vijayawada,10,0,1,1
26206.99,Delhi,4,0,1,0
14484.17,Hyderabad,4,0,1,0
10944.53,Delhi,9,0,0,0
15360.49,Hyderabad,6,1,0,1
12646.53,Guntur,5,1,0,1
35688.54,Guntur,2,0,1,0
14611.02,Chennai,0,1,1,1
40604.28,Pune,10,1,1,1
48348.65,Bangalore,1,1,1,1
8747.77,Chennai,6,1,0,0
12576.02,Bangalore,6,0,1,1
4371.34,Pune,9,1,0,0
39142.05,Delhi,6,0,0,0
34737.26,Mumbai,8,1,1,1
21440.69,Hyderabad,6,1,1,1
45636.66,Vijayawada,0,1,0,0
30798.91,Vijayawada,4,0,1,0
31082.4,Pune,9,1,0,1
6384.2,Delhi,10,0,1,0
41975.98,Guntur,1,0,1,0
16740.82,Mumbai,1,1,1,1
43229.27,Vijayawada,1,0,0,0
28146.26,Vijayawada,7,0,0,0
15114.52,Chennai,4,0,1,0
5823.97,Guntur,0,0,0,0
12435.58,Delhi,1,1,0,0
19596.62,Delhi,1,1,1,1
49136.54,Guntur,3,1,1,1
21674.45,Vijayawada,10,0,0,0
40945.65,Chennai,10,0,0,0
23860.3,Delhi,4,1,0,0
18430.24,Guntur,4,1,1,1
23251.79,Bangalore,6,0,0,0
22908.41,Bangalore,9,1,0,1
1800.77,Mumbai,10,1,0,0
48143.55,Hyderabad,7,1,1,1
49089.51,Pune,5,0,1,1
25700.95,Mumbai,2,0,1,0
23028.14,Pune,2,1,1,1
3503.68,Delhi,10,1,1,1
30331.51,Mumbai,2,1,0,0
29483.72,Guntur,9,1,1,1
2341.96,Guntur,2,0,0,0
25021.75,Chennai,10,1,1,1
49068.29,Pune,3,0,0,0
37815.11,Bangalore,6,0,0,0
5812.24,Hyderabad,1,1,1,0
46185.19,Pune,5,0,1,1
6747.51,Bangalore,10,0,0,0
24606.04,Chennai,10,1,0,1
37133.48,Hyderabad,6,0,0,0
31492.87,Hyderabad,10,0,0,0
40519.44,Guntur,0,1,1,1
17101.49,Chennai,10,1,0,1
28561.47,Vijayawada,7,1,1,1
40099.63,Guntur,7,1,1,1
28500.71,Guntur,2,1,0,0
24985.74,Chennai,0,1,0,0
41084.26,Mumbai,4,1,1,1
3490.85,Chennai,2,1,0,0
42674.44,Hyderabad,9,1,1,1
27342.49,Hyderabad,1,1,1,1
1710.51,Mumbai,6,1,0,0
44412.6,Mumbai,0,0,0,0
46216.3,Delhi,10,0,0,0
3738.3,Guntur,9,0,1,0
47500.4,Vijayawada,9,0,1,1
13598.37,Delhi,0,0,0,0
25429.45,Delhi,10,1,1,1
15240.58,Hyderabad,3,0,0,0
38703.3,Delhi,3,1,0,0
2701.81,Pune,6,0,1,0
27522.29,Mumbai,1,1,0,0
17654.28,Chennai,5,1,0,1
11678.47,Pune,9,0,0,0
37399.04,Chennai,8,0,0,0
40649.83,Delhi,1,0,0,0
9111.61,Chennai,0,1,1,0
49904.63,Guntur,2,1,1,1
32863.86,Delhi,1,1,0,0
35292.23,Bangalore,5,0,1,1
47077.21,Bangalore,8,1,0,1
16011.06,Mumbai,8,0,0,0
45031.23,Guntur,9,1,1,1
10257.39,Chennai,2,0,1,0
6225.13,Delhi,2,0,0,0
32530.41,Delhi,7,0,0,0
41832.63,Bangalore,4,1,1,1
41376.22,Pune,1,0,1,0
24818.34,Hyderabad,6,1,1,1
11299.98,Hyderabad,6,0,1,1
33054.08,Mumbai,0,1,0,0
46142.66,Mumbai,4,0,0,0
36316.74,Hyderabad,9,1,1,1
40389.1,Delhi,8,1,1,1
21249.37,Pune,9,1,0,1
23419.89,Bangalore,3,0,0,0
39999.49,Bangalore,4,0,0,0
16942.86,Mumbai,6,0,1,1
13510.49,Bangalore,4,0,0,0
28465.21,Delhi,5,1,0,1
23189.94,Hyderabad,7,0,1,1
48297.69,Hyderabad,7,0,1,1
29020.56,Guntur,1,1,1,1
22077.93,Delhi,4,1,1,1
6448.4,Hyderabad,10,0,0,0
11710.36,Delhi,10,0,0,0
29036.55,Bangalore,0,0,0,0
48766.59,Chennai,0,1,0,0
17551.51,Guntur,1,1,0,0
11925.24,Guntur,5,1,1,1
32130.16,Mumbai,4,0,0,0
30387.64,Mumbai,5,1,1,1
23587.18,Mumbai,4,0,0,0
2326.07,Chennai,2,0,0,0
40420.91,Pune,8,1,0,1
41553.27,Guntur,0,0,1,0
47763.45,Hyderabad,3,1,0,0
30394.39,Bangalore,10,1,1,1
9831.68,Mumbai,9,1,0,0
12229.36,Mumbai,5,0,1,1
37434.6,Pune,1,0,1,0
18157.87,Delhi,5,0,1,1
30300.41,Vijayawada,7,1,0,1
46293.28,Bangalore,3,1,0,0
39813.21,Guntur,5,1,0,1
20484.29,Chennai,8,0,1,1
45003.64,Guntur,7,0,0,0
20989.42,Vijayawada,8,1,0,1
43485.99,Guntur,6,0,0,0
6705.65,Mumbai,8,1,1,1
6459.9,Guntur,8,0,1,0
16906.73,Guntur,5,0,0,0
36963.55,Delhi,5,1,1,1
37060.8,Vijayawada,6,1,1,1
36698.81,Hyderabad,9,0,0,0
29718.31,Mumbai,5,1,1,1
21985.49,Chennai,8,1,0,1
14937.69,Bangalore,5,0,1,1
16207.72,Hyderabad,5,0,0,0
40717.96,Mumbai,3,1,1,1
5063.38,Bangalore,4,0,0,0
13765.04,Bangalore,7,0,0,0
46966.32,Bangalore,4,0,0,0
7136.06,Hyderabad,3,0,0,0
47996.85,Delhi,8,0,0,0
41641.97,Bangalore,0,1,0,0
47096.12,Vijayawada,9,1,1,1
41568.79,Delhi,4,0,0,0
44455.1,Vijayawada,7,1,0,1
49654.55,Guntur,10,0,1,1
37239.45,Vijayawada,3,0,1,0
25402.3,Mumbai,4,1,0,0
44624.4,Mumbai,0,1,0,0
9600.89,Chennai,8,0,0,0
6930.05,Bangalore,6,0,0,0
23558.76,Bangalore,7,0,1,1
6676.42,Hyderabad,10,0,0,0
21772.51,Hyderabad,7,0,0,0
20966.15,Mumbai,4,1,0,0
24263.23,Chennai,10,0,1,1
43764.45,Pune,10,1,1,1
29932.32,Guntur,8,1,1,1
11024.63,Mumbai,4,1,1,1
12445.07,Delhi,6,0,0,0
47820.14,Pune,10,0,1,1
35270.46,Chennai,7,1,1,1
1545.23,Hyderabad,4,0,1,0
28156.64,Pune,5,1,1,1
19629.78,Bangalore,7,1,1,1
45627.2,Mumbai,4,1,0,0
31849.68,Pune,0,1,1,1
11143.37,Mumbai,2,0,0,0
6547.85,Pune,8,0,0,0
4603.61,Hyderabad,5,1,0,0
25980.59,Pune,5,0,0,0
43000.17,Mumbai,3,1,0,0
16641.96,Hyderabad,3,0,0,0
42289.55,Delhi,8,0,1,1
2210.03,Chennai,4,1,0,0
31614.62,Guntur,3,0,1,0
40668.49,Bangalore,6,1,0,1
43112.99,Hyderabad,1,0,1,0
835.62,Pune,8,0,0,0
9794.78,Pune,9,1,1,1
25666.55,Delhi,0,1,1,1
10213.07,Bangalore,4,1,1,1
21533.78,Delhi,3,1,1,1
14292.71,Hyderabad,8,0,1,1
49658.38,Delhi,6,1,0,1
11280.64,Delhi,0,1,0,0
18554.1,Mumbai,9,0,1,1
7274.19,Vijayawada,10,0,0,0
10463.32,Vijayawada,7,0,0,0
20219.43,Delhi,7,0,0,0
12675.99,Hyderabad,4,1,0,0
16140.0,Bangalore,9,1,0,1
34550.83,Mumbai,8,1,1,1
47977.82,Delhi,3,1,1,1
25770.11,Guntur,1,0,1,0
18846.73,Vijayawada,0,0,0,0
9948.64,Delhi,1,0,1,0
8619.03,Pune,8,1,0,0
20030.34,Bangalore,4,0,1,0
36025.16,Mumbai,10,1,1,1
28234.14,Chennai,2,0,1,0
40160.41,Delhi,5,1,1,1
